Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
76,Entry long,2023-03-07 02:00,Long Entry,1573.29,0.0635,99.903915,-0.51,-0.51,0.68,0.68,-0.65,-0.65,-2.25,0.00
77,Exit short,2023-03-08 00:00,Max Hold,1561.3,0.0638,99.860398,0.25,0.25,2.63,2.63,-0.45,-0.45,-2,0.00
77,Entry short,2023-03-07 10:00,Flip to Short,1565.21,0.0638,99.860398,0.25,0.25,2.63,2.63,-0.45,-0.45,-2,0.00
78,Exit long,2023-03-08 06:00,Flip,1550.54,0.064,99.96672,-0.73,-0.73,0.03,0.03,-0.9,-0.90,-2.73,0.00
78,Entry long,2023-03-08 05:00,Long Entry,1561.98,0.064,99.96672,-0.73,-0.73,0.03,0.03,-0.9,-0.90,-2.73,0.00
79,Exit short,2023-03-08 17:00,Flip,1559.6,0.0644,99.854776,-0.58,-0.59,0.67,0.67,-0.95,-0.96,-3.32,0.00
79,Entry short,2023-03-08 06:00,Flip to Short,1550.54,0.0644,99.854776,-0.58,-0.59,0.67,0.67,-0.95,-0.96,-3.32,0.00
80,Exit long,2023-03-08 20:00,Flip,1552.14,0.0641,99.97036,-0.48,-0.48,0.04,0.04,-0.76,-0.76,-3.8,0.00
80,Entry long,2023-03-08 17:00,Flip to Long,1559.6,0.0641,99.97036,-0.48,-0.48,0.04,0.04,-0.76,-0.76,-3.8,0.00
81,Exit short,2023-03-08 21:00,Flip,1559.5,0.0644,99.957816,-0.47,-0.48,0.2,0.20,-0.56,-0.56,-4.27,0.00
81,Entry short,2023-03-08 20:00,Flip to Short,1552.14,0.0644,99.957816,-0.47,-0.48,0.2,0.20,-0.56,-0.56,-4.27,0.00
82,Exit long,2023-03-08 23:00,Flip,1544.95,0.0641,99.96395,-0.93,-0.93,0.07,0.07,-1.25,-1.25,-5.21,-0.01
82,Entry long,2023-03-08 21:00,Flip to Long,1559.5,0.0641,99.96395,-0.93,-0.93,0.07,0.07,-1.25,-1.25,-5.21,-0.01
83,Exit short,2023-03-09 03:00,Max Hold,1541.86,0.0647,99.958265,0.2,0.20,1.61,1.61,-0.17,-0.17,-5.01,-0.01
83,Entry short,2023-03-08 23:00,Flip to Short,1544.95,0.0647,99.958265,0.2,0.20,1.61,1.61,-0.17,-0.17,-5.01,-0.01
84,Exit long,2023-03-09 17:00,Flip,1525.95,0.0652,99.95812,-0.47,-0.47,0.25,0.25,-0.8,-0.80,-5.47,-0.01
84,Entry long,2023-03-09 16:00,Long Entry,1533.1,0.0652,99.95812,-0.47,-0.47,0.25,0.25,-0.8,-0.80,-5.47,-0.01
85,Exit short,2023-03-10 14:00,Max Hold,1423.84,0.0655,99.949725,6.69,6.69,10.38,10.38,-0.29,-0.29,1.21,0.00
85,Entry short,2023-03-09 17:00,Flip to Short,1525.95,0.0655,99.949725,6.69,6.69,10.38,10.38,-0.29,-0.29,1.21,0.00
86,Exit long,2023-03-11 13:00,Max Hold,1425.69,0.0713,99.874901,1.78,1.78,5.32,5.33,-0.33,-0.33,2.99,0.00
86,Entry long,2023-03-10 15:00,Long Entry,1400.77,0.0713,99.874901,1.78,1.78,5.32,5.33,-0.33,-0.33,2.99,0.00
87,Exit short,2023-03-12 18:00,Flip,1514.44,0.0686,99.969408,-3.92,-3.92,0.6,0.60,-5.33,-5.33,-0.93,0.00
87,Entry short,2023-03-12 14:00,Short Entry,1457.28,0.0686,99.969408,-3.92,-3.92,0.6,0.60,-5.33,-5.33,-0.93,0.00
