Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
219,Entry short,2025-02-27 01:00,Short Entry,2397.62,0.0417,99.980754,2.43,2.43,5.99,5.99,-0.43,-0.43,12.16,0.01
220,Exit short,2025-02-28 21:00,Mid Exit,2119.44,0.0435,99.8325,7.54,7.55,9.74,9.75,-1.69,-1.70,19.7,0.02
220,Entry short,2025-02-28 01:00,Short Entry,2295,0.0435,99.8325,7.54,7.55,9.74,9.75,-1.69,-1.70,19.7,0.02
221,Exit long,2025-03-01 07:00,Mid Exit,2215.47,0.045,99.963,-0.37,-0.37,1.48,1.48,-1.35,-1.35,19.34,0.02
221,Entry long,2025-03-01 01:00,Long Entry,2221.4,0.045,99.963,-0.37,-0.37,1.48,1.48,-1.35,-1.35,19.34,0.02
222,Exit short,2025-03-02 01:00,Mid Exit,2209.01,0.0458,99.994224,-1.28,-1.28,1.88,1.88,-1.32,-1.32,18.06,0.02
222,Entry short,2025-03-01 20:00,Short Entry,2183.28,0.0458,99.994224,-1.28,-1.28,1.88,1.88,-1.32,-1.32,18.06,0.02
223,Exit long,2025-03-03 09:00,Mid Exit,2464.49,0.0409,99.864712,0.83,0.83,4.38,4.38,-2.01,-2.01,18.89,0.02
223,Entry long,2025-03-03 01:00,Long Entry,2441.68,0.0409,99.864712,0.83,0.83,4.38,4.38,-2.01,-2.01,18.89,0.02
224,Exit short,2025-03-04 09:00,Max Hold,2123.83,0.0409,99.803771,12.85,12.86,14.08,14.10,-0.74,-0.74,31.74,0.03
224,Entry short,2025-03-03 12:00,Short Entry,2440.19,0.0409,99.803771,12.85,12.86,14.08,14.10,-0.74,-0.74,31.74,0.03
225,Exit short,2025-03-04 16:00,Mid Exit,2079.67,0.048,99.88704,-0.04,-0.04,0.61,0.61,-1.99,-1.99,31.7,0.03
225,Entry short,2025-03-04 13:00,Short Entry,2080.98,0.048,99.88704,-0.04,-0.04,0.61,0.61,-1.99,-1.99,31.7,0.03
226,Exit long,2025-03-05 12:00,Mid Exit,2159.72,0.046,99.89682,-0.65,-0.65,2.25,2.26,-2.17,-2.17,31.05,0.03
226,Entry long,2025-03-05 04:00,Long Entry,2171.67,0.046,99.89682,-0.65,-0.65,2.25,2.26,-2.17,-2.17,31.05,0.03
227,Exit short,2025-03-07 08:00,Mid Exit,2201.33,0.045,99.94455,0.79,0.79,2,2.00,-0.42,-0.42,31.84,0.03
227,Entry short,2025-03-07 01:00,Short Entry,2220.99,0.045,99.94455,0.79,0.79,2,2.00,-0.42,-0.42,31.84,0.03
228,Exit short,2025-03-07 15:00,Mid Exit,2181.32,0.0472,99.893136,-3.17,-3.17,0.38,0.38,-3.67,-3.67,28.67,0.03
228,Entry short,2025-03-07 09:00,Short Entry,2116.38,0.0472,99.893136,-3.17,-3.17,0.38,0.38,-3.67,-3.67,28.67,0.03
229,Exit short,2025-03-08 13:00,Mid Exit,2149.11,0.0467,99.860945,-0.6,-0.60,1.6,1.60,-0.84,-0.85,28.07,0.03
229,Entry short,2025-03-08 06:00,Short Entry,2138.35,0.0467,99.860945,-0.6,-0.60,1.6,1.60,-0.84,-0.85,28.07,0.03
230,Exit short,2025-03-10 09:00,Mid Exit,2035.1,0.0475,99.902,3.14,3.14,5.48,5.48,-1.02,-1.02,31.2,0.03
230,Entry short,2025-03-09 22:00,Short Entry,2103.2,0.0475,99.902,3.14,3.14,5.48,5.48,-1.02,-1.02,31.2,0.03
231,Exit short,2025-03-11 14:00,Mid Exit,1892.54,0.0495,99.841005,6.06,6.07,13.04,13.06,-0.41,-0.41,37.27,0.04
231,Entry short,2025-03-11 00:00,Short Entry,2016.99,0.0495,99.841005,6.06,6.07,13.04,13.06,-0.41,-0.41,37.27,0.04
232,Exit short,2025-03-12 17:00,Mid Exit,1927.42,0.0535,99.93479,-3.28,-3.28,0.84,0.84,-3.68,-3.68,33.98,0.03
232,Entry short,2025-03-12 12:00,Short Entry,1867.94,0.0535,99.93479,-3.28,-3.28,0.84,0.84,-3.68,-3.68,33.98,0.03
233,Exit short,2025-03-13 05:00,Mid Exit,1890.8,0.0537,99.882537,-1.75,-1.76,1.62,1.62,-1.85,-1.85,32.23,0.03
233,Entry short,2025-03-12 23:00,Short Entry,1860.01,0.0537,99.882537,-1.75,-1.76,1.62,1.62,-1.85,-1.85,32.23,0.03
234,Exit short,2025-03-14 07:00,Mid Exit,1878.18,0.0547,99.881653,-2.96,-2.96,0,0.00,-3.05,-3.05,29.27,0.03
234,Entry short,2025-03-14 02:00,Short Entry,1825.99,0.0547,99.881653,-2.96,-2.96,0,0.00,-3.05,-3.05,29.27,0.03
235,Exit short,2025-03-17 01:00,Mid Exit,1905.28,0.0534,99.997374,-1.85,-1.84,0,0.00,-2.79,-2.79,27.43,0.03
235,Entry short,2025-03-16 20:00,Short Entry,1872.61,0.0534,99.997374,-1.85,-1.84,0,0.00,-2.79,-2.79,27.43,0.03
236,Exit long,2025-03-20 02:00,Mid Exit,2026.49,0.0493,99.930114,-0.12,-0.12,1.4,1.40,-1.67,-1.67,27.3,0.03
236,Entry long,2025-03-19 20:00,Long Entry,2026.98,0.0493,99.930114,-0.12,-0.12,1.4,1.40,-1.67,-1.67,27.3,0.03
237,Exit long,2025-03-24 23:00,Mid Exit,2080,0.0483,99.907584,0.46,0.46,1.68,1.68,-0.08,-0.08,27.76,0.03
237,Entry long,2025-03-24 16:00,Long Entry,2068.48,0.0483,99.907584,0.46,0.46,1.68,1.68,-0.08,-0.08,27.76,0.03
238,Exit short,2025-03-27 08:00,Mid Exit,2008.69,0.0501,99.896895,-0.84,-0.84,0.63,0.63,-1.24,-1.24,26.92,0.03
238,Entry short,2025-03-27 03:00,Short Entry,1993.95,0.0501,99.896895,-0.84,-0.84,0.63,0.63,-1.24,-1.24,26.92,0.03
239,Exit short,2025-03-29 06:00,Mid Exit,1884.99,0.0516,99.913596,2.55,2.55,4.19,4.19,-0.05,-0.05,29.47,0.03
239,Entry short,2025-03-28 13:00,Short Entry,1936.31,0.0516,99.913596,2.55,2.55,4.19,4.19,-0.05,-0.05,29.47,0.03
240,Exit short,2025-04-03 13:00,Mid Exit,1834.7,0.0556,99.908196,-2.2,-2.20,0.86,0.86,-2.72,-2.72,27.27,0.03
240,Entry short,2025-04-03 07:00,Short Entry,1796.91,0.0556,99.908196,-2.2,-2.20,0.86,0.86,-2.72,-2.72,27.27,0.03
241,Exit short,2025-04-04 03:00,Mid Exit,1787.59,0.0568,99.886776,-1.75,-1.75,0.44,0.44,-2.32,-2.32,25.52,0.03
241,Entry short,2025-04-03 21:00,Short Entry,1758.57,0.0568,99.886776,-1.75,-1.75,0.44,0.44,-2.32,-2.32,25.52,0.03
242,Exit short,2025-04-07 11:00,Mid Exit,1578.32,0.0577,99.834848,8.67,8.68,11.2,11.21,-0.22,-0.22,34.19,0.03
242,Entry short,2025-04-07 01:00,Short Entry,1730.24,0.0577,99.834848,8.67,8.68,11.2,11.21,-0.22,-0.22,34.19,0.03
243,Exit short,2025-04-07 17:00,SL,1495.04,0.0699,99.991251,-4.61,-4.61,0,0.00,-5.67,-5.66,29.57,0.03
243,Entry short,2025-04-07 15:00,Short Entry,1430.49,0.0699,99.991251,-4.61,-4.61,0,0.00,-5.67,-5.66,29.57,0.03
244,Exit long,2025-04-08 04:00,Mid Exit,1544.56,0.0657,99.864657,1.51,1.51,7.73,7.74,-2.27,-2.27,31.09,0.03
