Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
183,Entry short,2025-03-09 18:00,Short Entry,2022.83,0.0494,99.927802,-3.86,-3.86,1.78,1.78,-6.43,-6.44,79.88,0.08
184,Exit short,2025-03-11 10:00,Max Hold,1916.18,0.0521,99.859028,0.03,0.03,8.55,8.57,-1.13,-1.13,79.91,0.08
184,Entry short,2025-03-10 18:00,Short Entry,1916.68,0.0521,99.859028,0.03,0.03,8.55,8.57,-1.13,-1.13,79.91,0.08
185,Exit long,2025-03-20 04:00,Max Hold,2021.85,0.0493,99.930114,-0.25,-0.25,2.11,2.11,-1.62,-1.62,79.65,0.08
185,Entry long,2025-03-19 12:00,Long Entry,2026.98,0.0493,99.930114,-0.25,-0.25,2.11,2.11,-1.62,-1.62,79.65,0.08
186,Exit long,2025-03-25 00:00,Max Hold,2080.4,0.0483,99.907584,0.57,0.58,1.73,1.73,-0.1,-0.10,80.23,0.08
186,Entry long,2025-03-24 08:00,Long Entry,2068.48,0.0483,99.907584,0.57,0.58,1.73,1.73,-0.1,-0.10,80.23,0.08
187,Exit short,2025-03-28 22:00,Max Hold,1884.99,0.0522,99.92646,1.53,1.53,3.14,3.14,-0.69,-0.69,81.76,0.08
187,Entry short,2025-03-28 06:00,Short Entry,1914.3,0.0522,99.92646,1.53,1.53,3.14,3.14,-0.69,-0.69,81.76,0.08
188,Exit short,2025-03-30 04:00,Max Hold,1833.31,0.0542,99.929624,0.56,0.56,2.58,2.58,-1.03,-1.03,82.32,0.08
188,Entry short,2025-03-29 12:00,Short Entry,1843.72,0.0542,99.929624,0.56,0.56,2.58,2.58,-1.03,-1.03,82.32,0.08
189,Exit short,2025-04-07 10:00,Max Hold,1483.72,0.0593,99.8612,11.88,11.89,16.25,16.27,-0.01,-0.01,94.19,0.09
189,Entry short,2025-04-06 18:00,Short Entry,1684,0.0593,99.8612,11.88,11.89,16.25,16.27,-0.01,-0.01,94.19,0.09
190,Exit long,2025-04-23 08:00,Max Hold,1791.28,0.0587,99.931467,5.22,5.22,6.78,6.79,-1.23,-1.23,99.41,0.10
190,Entry long,2025-04-22 16:00,Long Entry,1702.41,0.0587,99.931467,5.22,5.22,6.78,6.79,-1.23,-1.23,99.41,0.10
