Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
84,Exit long,2023-03-08 00:00,Mid Exit,1566.96,0.064,99.89952,0.38,0.39,0.58,0.58,-1.21,-1.21,5.92,0.01
84,Entry long,2023-03-07 17:00,Long Entry,1560.93,0.064,99.89952,0.38,0.39,0.58,0.58,-1.21,-1.21,5.92,0.01
85,Exit long,2023-03-09 14:00,Mid Exit,1538.83,0.0651,99.953238,0.22,0.22,0.68,0.68,-0.77,-0.77,6.15,0.01
85,Entry long,2023-03-09 00:00,Long Entry,1535.38,0.0651,99.953238,0.22,0.22,0.68,0.68,-0.77,-0.77,6.15,0.01
86,Exit long,2023-03-10 16:00,Mid Exit,1414.42,0.0711,99.976554,0.59,0.59,2.28,2.28,-2.75,-2.75,6.73,0.01
86,Entry long,2023-03-10 06:00,Long Entry,1406.14,0.0711,99.976554,0.59,0.59,2.28,2.28,-2.75,-2.75,6.73,0.01
87,Exit short,2023-03-11 07:00,Mid Exit,1415.74,0.0701,99.947879,0.7,0.70,0.87,0.87,-3.48,-3.48,7.44,0.01
87,Entry short,2023-03-10 23:00,Short Entry,1425.79,0.0701,99.947879,0.7,0.70,0.87,0.87,-3.48,-3.48,7.44,0.01
88,Exit long,2023-03-12 08:00,Mid Exit,1462.59,0.069,99.94581,0.97,0.97,2.04,2.04,-0.38,-0.38,8.41,0.01
88,Entry long,2023-03-11 17:00,Long Entry,1448.49,0.069,99.94581,0.97,0.97,2.04,2.04,-0.38,-0.38,8.41,0.01
89,Exit short,2023-03-14 04:00,Mid Exit,1674.62,0.0636,99.872988,-6.63,-6.64,0.15,0.15,-8.25,-8.26,1.78,0.00
89,Entry short,2023-03-13 09:00,Short Entry,1570.33,0.0636,99.872988,-6.63,-6.64,0.15,0.15,-8.25,-8.26,1.78,0.00
90,Exit short,2023-03-14 22:00,Mid Exit,1703.56,0.0589,99.986284,-0.35,-0.35,0.32,0.32,-0.87,-0.87,1.42,0.00
90,Entry short,2023-03-14 21:00,Short Entry,1697.56,0.0589,99.986284,-0.35,-0.35,0.32,0.32,-0.87,-0.87,1.42,0.00
