Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
1308,Exit short,2025-10-22 22:00,Mid Exit,3871.3,0.026,99.85014,-0.9,-0.90,1.91,1.91,-1.16,-1.16,-8.54,-0.01
1308,Entry short,2025-10-22 09:00,Short Entry,3840.39,0.026,99.85014,-0.9,-0.90,1.91,1.91,-1.16,-1.16,-8.54,-0.01
1309,Exit short,2025-10-23 10:00,Mid Exit,3819.46,0.0262,99.714056,-0.46,-0.46,2.56,2.56,-0.82,-0.82,-8.99,-0.01
1309,Entry short,2025-10-23 02:00,Short Entry,3805.88,0.0262,99.714056,-0.46,-0.46,2.56,2.56,-0.82,-0.82,-8.99,-0.01
1310,Exit short,2025-10-24 10:00,Mid Exit,3879.6,0.0261,99.899577,-1.46,-1.46,0.16,0.16,-1.47,-1.47,-10.45,-0.01
1310,Entry short,2025-10-24 05:00,Short Entry,3827.57,0.0261,99.899577,-1.46,-1.46,0.16,0.16,-1.47,-1.47,-10.45,-0.01
1311,Exit long,2025-10-24 23:00,Mid Exit,3900.5,0.0251,99.718284,-1.91,-1.92,1.3,1.30,-2.19,-2.19,-12.36,-0.01
1311,Entry long,2025-10-24 13:00,Long Entry,3972.84,0.0251,99.718284,-1.91,-1.92,1.3,1.30,-2.19,-2.19,-12.36,-0.01
1312,Exit short,2025-10-25 05:00,Mid Exit,3936.82,0.0257,99.898213,-1.38,-1.38,0.54,0.54,-1.44,-1.44,-13.74,-0.01
1312,Entry short,2025-10-25 00:00,Short Entry,3887.09,0.0257,99.898213,-1.38,-1.38,0.54,0.54,-1.44,-1.44,-13.74,-0.01
1313,Exit long,2025-10-26 00:00,Mid Exit,3931.47,0.0253,99.990407,-0.62,-0.62,0.02,0.02,-0.79,-0.79,-14.37,-0.01
1313,Entry long,2025-10-25 17:00,Long Entry,3952.19,0.0253,99.990407,-0.62,-0.62,0.02,0.02,-0.79,-0.79,-14.37,-0.01
1314,Exit long,2025-10-27 17:00,Mid Exit,4165.59,0.025,99.65225,4.39,4.40,6.62,6.64,-0.39,-0.39,-9.98,-0.01
1314,Entry long,2025-10-26 18:00,Long Entry,3986.09,0.025,99.65225,4.39,4.40,6.62,6.64,-0.39,-0.39,-9.98,-0.01
1315,Exit short,2025-10-28 01:00,Mid Exit,4212,0.0241,99.859314,-1.75,-1.75,0.47,0.47,-1.82,-1.82,-11.73,-0.01
1315,Entry short,2025-10-27 21:00,Short Entry,4143.54,0.0241,99.859314,-1.75,-1.75,0.47,0.47,-1.82,-1.82,-11.73,-0.01
1316,Exit short,2025-10-28 17:00,Mid Exit,4121.69,0.0242,99.8734,0.03,0.03,1.47,1.47,-0.43,-0.43,-11.7,-0.01
1316,Entry short,2025-10-28 05:00,Short Entry,4127,0.0242,99.8734,0.03,0.03,1.47,1.47,-0.43,-0.43,-11.7,-0.01
1317,Exit long,2025-10-29 00:00,Mid Exit,4095.36,0.024,99.76992,-1.58,-1.58,0.36,0.36,-2.24,-2.24,-13.28,-0.01
1317,Entry long,2025-10-28 22:00,Long Entry,4157.08,0.024,99.76992,-1.58,-1.58,0.36,0.36,-2.24,-2.24,-13.28,-0.01
1318,Exit short,2025-10-29 15:00,Mid Exit,4022.84,0.0247,99.719334,0.26,0.26,2.72,2.73,-0.12,-0.12,-13.03,-0.01
1318,Entry short,2025-10-29 04:00,Short Entry,4037.22,0.0247,99.719334,0.26,0.26,2.72,2.73,-0.12,-0.12,-13.03,-0.01
1319,Exit short,2025-10-30 02:00,Mid Exit,4012.63,0.0253,99.940819,-1.68,-1.68,0.62,0.62,-1.68,-1.68,-14.71,-0.01
1319,Entry short,2025-10-30 00:00,Short Entry,3950.23,0.0253,99.940819,-1.68,-1.68,0.62,0.62,-1.68,-1.68,-14.71,-0.01
